secCode,docID,流動資産_EDINET,負債合計_EDINET,投資有価証券_EDINET,更新日
46240,S100YJCY,8391761000.0,3247292000.0,7218571000.0,2026-09-06
80230,S100YIXP,21490511000.0,14120256000.0,2359370000.0,2026-09-06
76340,S100YHH0,13783412000.0,5874081000.0,2966992000.0,2026-09-06
72310,S100YJBN,155185000000.0,145038000000.0,30748000000.0,2026-09-06
62370,S100YHPM,37405328000.0,16040845000.0,2161607000.0,2026-09-06
57570,S100YIA1,62961000000.0,27936000000.0,1759000000.0,2026-09-06
19460,S100YIKH,146274000000.0,173879000000.0,25958000000.0,2026-09-06
30020,S100YGEM,77974000000.0,38694000000.0,3924000000.0,2026-09-06
63490,S100YJ3O,124039000000.0,57447000000.0,13749000000.0,2026-09-06
19300,S100YI00,39658000000.0,16814000000.0,1366000000.0,2026-09-06
37790,S100YHI1,3065586000.0,2460295000.0,,2026-09-06
94070,S100YJDD,16862000000.0,14687000000.0,9613000000.0,2026-09-06
68640,S100YIMB,12879221000.0,3654748000.0,245134000.0,2026-09-06
15150,S100YI8I,101970000000.0,88207000000.0,39161000000.0,2026-09-06
34670,S100YIPZ,32500419000.0,26060150000.0,,2026-09-06
90170,S100YI97,4908092000.0,37388440000.0,179873000.0,2026-09-06
49660,S100YIOW,86652000000.0,24469000000.0,16971000000.0,2026-09-06
22640,S100YIHY,198069000000.0,249319000000.0,19703000000.0,2026-09-06
57150,S100YIDC,116759000000.0,123534000000.0,19903000000.0,2026-09-06
18670,S100YIPR,32700693000.0,21835512000.0,2512488000.0,2026-09-06
52690,S100YI1J,30471333000.0,37297074000.0,15248883000.0,2026-09-06
18110,S100YJ24,112486000000.0,109893000000.0,68058000000.0,2026-09-06
56090,S100YGG5,9646000000.0,10366000000.0,70000000.0,2026-09-06
65880,S100YHCF,209574000000.0,230686000000.0,37148000000.0,2026-09-06
69180,S100Y38P,16173356000.0,2177299000.0,2677284000.0,2026-09-06
62280,S100YJGG,24423000000.0,13923000000.0,,2026-09-06
18070,S100YJEE,21049823000.0,14005557000.0,3895195000.0,2026-09-06
91150,S100YGYV,56294405000.0,202064271000.0,26692735000.0,2026-09-06
44170,S100YFEX,4799420000.0,5062246000.0,764371000.0,2026-09-06
68060,S100YJDW,75084000000.0,22578000000.0,16566000000.0,2026-09-06
66230,S100YHJY,89307000000.0,60745000000.0,7079000000.0,2026-09-06
45580,S100YJGX,2924966000.0,2539145000.0,76430000.0,2026-09-06
78740,S100YIJB,55449000000.0,52943000000.0,9026000000.0,2026-09-06
19450,S100YJBK,58018000000.0,39654000000.0,15427000000.0,2026-09-06
88690,S100YJF1,140112000000.0,118118000000.0,96000000.0,2026-09-06
79110,S100YIAY,1406905000000.0,1096479000000.0,310633000000.0,2026-09-06
42650,S100YIQZ,678886000.0,64029000.0,82315000.0,2026-09-06
53420,S100YJHR,2728524000.0,3355798000.0,404666000.0,2026-09-06
67720,S100YJ3Z,7838414000.0,4439061000.0,703799000.0,2026-09-06
69260,S100YJ7H,8823837000.0,6976498000.0,2121797000.0,2026-09-06
54080,S100YIVA,92524000000.0,42337000000.0,3193000000.0,2026-09-06
30230,S100YJIY,20219000000.0,11397000000.0,4218000000.0,2026-09-06
96440,S100YJ07,9091754000.0,3187668000.0,17746000.0,2026-09-06
22690,S100YILP,540765000000.0,392688000000.0,78354000000.0,2026-09-06
59810,S100YJJW,40509000000.0,50683000000.0,7177000000.0,2026-09-06
68100,S100YJH7,84191000000.0,70343000000.0,9667000000.0,2026-09-06
99360,S100YHJQ,43092000000.0,22394000000.0,4894000000.0,2026-09-06
48940,S100YIP2,5125116000.0,211911000.0,,2026-09-06
19340,S100YHQP,154335000000.0,85840000000.0,11102000000.0,2026-09-06
59400,S100YIDL,47839000000.0,60694000000.0,3799000000.0,2026-09-06
93620,S100YGR4,3907000000.0,7693000000.0,2078000000.0,2026-09-06
98800,S100YJ5D,29711605000.0,20875791000.0,2648107000.0,2026-09-06
66750,S100YJLC,29476000000.0,14438000000.0,2933000000.0,2026-09-06
67760,S100YIYI,8876000000.0,11493000000.0,3983000000.0,2026-09-06
40420,S100YE5Q,754383000000.0,424880000000.0,70132000000.0,2026-09-06
93550,S100YHZP,3635319000.0,20518705000.0,5667692000.0,2026-09-06
49260,S100YIUO,4613892000.0,2819883000.0,317142000.0,2026-09-06
70900,S100YJLO,2734618000.0,2822391000.0,,2026-09-06
77490,S100YI2W,33243669000.0,7314791000.0,778786000.0,2026-09-06
80430,S100YIM9,111416000000.0,83168000000.0,21597000000.0,2026-09-06
19260,S100YIK2,78411000000.0,33534000000.0,8313000000.0,2026-09-06
49900,S100YJME,6789683000.0,5535627000.0,3706238000.0,2026-09-06
60590,S100YJMS,15736778000.0,16818401000.0,1334670000.0,2026-09-06
88980,S100YJMR,6485196000.0,1311438000.0,715500000.0,2026-09-06
66950,S100YJNO,2087087000.0,906056000.0,2000000.0,2026-09-06
99970,S100YJ5M,131443000000.0,170805000000.0,14576000000.0,2026-09-06
34890,S100YHL1,26394354000.0,20271044000.0,0.0,2026-09-06
89380,S100YJMT,4339000000.0,806000000.0,,2026-09-06
44360,S100YJON,2039279000.0,9662399000.0,438832000.0,2026-09-06
32890,S100YHXW,1374745000000.0,2412667000000.0,354713000000.0,2026-09-06
39790,S100YJOL,4258667000.0,3212705000.0,515150000.0,2026-09-06
95130,S100YISC,673708000000.0,2205238000000.0,,2026-09-06
89990,S100YIKY,54008846000.0,43904395000.0,377850000.0,2026-09-06
64360,S100YJFL,128119000000.0,57775000000.0,17097000000.0,2026-09-06
31830,S100YEHT,39725454000.0,22551110000.0,1078023000.0,2026-09-06
64850,S100YIVJ,29544000000.0,6148000000.0,5512000000.0,2026-09-06
59560,S100YHLG,16491957000.0,7424349000.0,1000493000.0,2026-09-06
21480,S100YHX3,8784588000.0,1326333000.0,498740000.0,2026-09-06
35420,S100YIJ8,6611361000.0,2114702000.0,93663000.0,2026-09-06
67070,S100YI8X,136955000000.0,111138000000.0,15632000000.0,2026-09-06
50330,S100YH55,3736847000.0,2336133000.0,,2026-09-06
31820,S100YJ0Y,53246000000.0,95076000000.0,3841000000.0,2026-09-06
50210,S100YI3A,1079108000000.0,1449128000000.0,98538000000.0,2026-09-06
97800,S100Y7GN,9467116000.0,5596296000.0,1065121000.0,2026-09-06
45980,S100YJOM,394676000.0,156538000.0,,2026-09-06
71270,S100YHIO,2071732000.0,4812841000.0,188799000.0,2026-09-06
195A0,S100YGM7,1855867000.0,2389633000.0,,2026-09-06
94450,S100YJ9I,7729064000.0,7042199000.0,6000000.0,2026-09-06
94090,S100YCD2,176941000000.0,111715000000.0,209180000000.0,2026-09-06
97990,S100YHT5,10435076000.0,2961790000.0,2285406000.0,2026-09-06
19040,S100YIC7,30613983000.0,18782053000.0,3878822000.0,2026-09-06
93110,S100YIGL,13327998000.0,22936106000.0,2894090000.0,2026-09-06
44160,S100YI9P,1142272000.0,281841000.0,7485000.0,2026-09-06
38250,S100YJHT,18657000000.0,2631000000.0,350000000.0,2026-09-06
95050,S100YE68,431670000000.0,1458982000000.0,,2026-09-06
61850,S100YIYU,4377902000.0,1982929000.0,3075000.0,2026-09-06
96050,S100YI7S,170851000000.0,109315000000.0,150364000000.0,2026-09-06
57060,S100YBQV,370889000000.0,317087000000.0,64220000000.0,2026-09-06
71110,S100YJEX,1085000000.0,2492000000.0,,2026-09-06
31090,S100YGL9,25794000000.0,50372000000.0,1112000000.0,2026-09-06
42880,S100YGM0,1440907000.0,1234134000.0,29518000.0,2026-09-06
98430,S100YIMF,19024000000.0,226111000000.0,22986000000.0,2026-09-06
97350,S100YICV,968815000000.0,697840000000.0,435635000000.0,2026-09-06
86990,S100YJQ6,36400000000.0,28633000000.0,4567000000.0,2026-09-06
72760,S100YHHQ,546361000000.0,210086000000.0,100620000000.0,2026-09-06
26730,S100YE9G,773254000.0,873601000.0,2200000.0,2026-09-06
66590,S100YHY4,3423745000.0,1225229000.0,0.0,2026-09-06
34420,S100YGQT,5251379000.0,5387270000.0,201192000.0,2026-09-06
51210,S100YJDM,29973548000.0,13394136000.0,1810453000.0,2026-09-06
14430,S100YEE3,4082888000.0,5248909000.0,5911023000.0,2026-09-06
67940,S100YJIM,83045000000.0,38094000000.0,2328000000.0,2026-09-06
73180,S100YI8U,16193903000.0,24109794000.0,2421890000.0,2026-09-06
98870,S100YJ71,33968372000.0,58539645000.0,102940000.0,2026-09-06
69810,S100YHPY,723418000000.0,690167000000.0,21443000000.0,2026-09-06
39290,S100YF9R,1941315000.0,945864000.0,58606000.0,2026-09-06
42750,S100YIGR,22906000000.0,15533000000.0,8631000000.0,2026-09-06
77340,S100YIB1,60548326000.0,15259153000.0,7119804000.0,2026-09-06
88010,S100YHUO,3168436000000.0,6589133000000.0,1334510000000.0,2026-09-06
160A0,S100YIQV,16352654000.0,17244663000.0,,2026-09-06
83060,S100YJQO,1359600000000.0,391385368000000.0,,2026-09-06
21370,S100YIGV,6048898000.0,3992649000.0,,2026-09-06
33950,S100YI0O,21097696000.0,40605441000.0,258042000.0,2026-09-06
64790,S100YISS,330807000000.0,637924000000.0,10324000000.0,2026-09-06
65490,S100YJGW,4341384000.0,4841770000.0,65500000.0,2026-09-06
22240,S100YICN,1527673000.0,2686767000.0,216457000.0,2026-09-06
94080,S100YHOV,16054457000.0,7824655000.0,6304074000.0,2026-09-06
90120,S100YIV6,2030781000.0,11896257000.0,111793000.0,2026-09-06
88300,S100YI5D,1117715000000.0,4554314000000.0,842125000000.0,2026-09-06
59830,S100YHYU,12966330000.0,5211697000.0,2872489000.0,2026-09-06
50160,S100YINW,275866000000.0,318808000000.0,8090000000.0,2026-09-06
69410,S100YHIH,32112340000.0,13713311000.0,65042000.0,2026-09-06
75370,S100YIN7,130607000000.0,84390000000.0,3723000000.0,2026-09-06
49010,S100YIBH,704288000000.0,922957000000.0,45276000000.0,2026-09-06
59700,S100YIKX,141416000000.0,109029000000.0,10986000000.0,2026-09-06
43860,S100YH0Q,3727904000.0,3364322000.0,233094000.0,2026-09-06
19750,S100YIGB,60288000000.0,38834000000.0,9836000000.0,2026-09-06
52580,S100YJ6W,17246390000.0,16863703000.0,280040000.0,2026-09-06
19380,S100YI6M,55695375000.0,30896481000.0,16185080000.0,2026-09-06
68040,S100YI0D,171516000000.0,59962000000.0,7228000000.0,2026-09-06
80840,S100YGNM,125802000000.0,52782000000.0,6850000000.0,2026-09-06
28770,S100YGFI,21063002000.0,23302605000.0,3524705000.0,2026-09-06
49750,S100YIEL,40223000000.0,7028000000.0,1402000000.0,2026-09-06
92230,S100YJ2P,4186659000.0,9979868000.0,,2026-09-06
46860,S100YHW4,109649000000.0,16015000000.0,14000000.0,2026-09-06
429A0,S100YJ5L,16289000000.0,73339000000.0,5000000.0,2026-09-06
19510,S100YI51,387728000000.0,315721000000.0,32531000000.0,2026-09-06
80970,S100YH4U,96390000000.0,87086000000.0,15516000000.0,2026-09-06
72170,S100YIDI,3919611000.0,1848438000.0,70704000.0,2026-09-06
82180,S100YJBF,181484000000.0,140345000000.0,1699000000.0,2026-09-06
50290,S100YHBZ,1329427000.0,893297000.0,59470000.0,2026-09-06
30100,S100YITQ,13101826000.0,38845394000.0,2415000.0,2026-09-06
68750,S100YDEK,43602421000.0,31699473000.0,101636005000.0,2026-09-06
37990,S100YI9M,8558205000.0,3209507000.0,361600000.0,2026-09-06
64200,S100YJPK,96318000000.0,38356000000.0,11752000000.0,2026-09-06
40280,S100YIFO,154830000000.0,110648000000.0,11488000000.0,2026-09-06
37410,S100YIG2,9326219000.0,2445233000.0,1179059000.0,2026-09-06
63060,S100YH1J,40126000000.0,29164000000.0,5565000000.0,2026-09-06
62090,S100YHYP,105376000000.0,64375000000.0,37109000000.0,2026-09-06
520A0,S100YJUW,2839086000.0,478849000.0,,2026-09-06
76950,S100YG44,2121026000.0,2285106000.0,16188000.0,2026-09-06
36000,S100YHMW,6719497000.0,1677204000.0,1983404000.0,2026-09-06
31040,S100YIS2,25052000000.0,19148000000.0,2923000000.0,2026-09-06
98560,S100YIY6,43695000000.0,24772000000.0,1100000000.0,2026-09-06
99060,S100YJUL,50413000000.0,26625000000.0,4061000000.0,2026-09-06
42560,S100YJVR,2282370000.0,1548479000.0,,2026-09-06
51610,S100YIPC,76120000000.0,46679000000.0,22877000000.0,2026-09-06
68000,S100YI9J,47556000000.0,24248000000.0,2813000000.0,2026-09-06
40400,S100YI8M,9505000000.0,13967000000.0,427000000.0,2026-09-06
25850,S100YIP0,12443000000.0,18976000000.0,123000000.0,2026-09-06
51030,S100YJM4,3052471000.0,3418887000.0,2302207000.0,2026-09-06
29800,S100YJPC,24492416000.0,16124057000.0,45000000.0,2026-09-06
85110,S100YIQY,13178942000000.0,13635242000000.0,544475000000.0,2026-09-06
475A0,S100YJX2,1231391000.0,918054000.0,,2026-09-06
90820,S100YHKH,8742000000.0,20769000000.0,1114000000.0,2026-09-06
52520,S100YJNJ,1457017000.0,1048363000.0,38983000.0,2026-09-06
59940,S100YJXV,21362837000.0,30841250000.0,1508472000.0,2026-09-06
53930,S100YG7B,190047000000.0,72609000000.0,13834000000.0,2026-09-06
63600,S100YHZL,9860141000.0,6416422000.0,2891296000.0,2026-09-06
71770,S100YHX6,1357691000000.0,1346376000000.0,12390000000.0,2026-09-06
98530,S100YJPB,2428008000.0,2786185000.0,89630000.0,2026-09-06
63430,S100YIIQ,8768980000.0,13525810000.0,6383065000.0,2026-09-06
97530,S100YIII,10819581000.0,5010617000.0,2905513000.0,2026-09-06
99690,S100YJTJ,1710669000.0,2780121000.0,7504000.0,2026-09-06
41180,S100YIFD,444524000000.0,427724000000.0,61184000000.0,2026-09-06
52880,S100YJPY,64862000000.0,48081000000.0,4174000000.0,2026-09-06
98960,S100YJ4A,149625000000.0,157261000000.0,4454000000.0,2026-09-06
31900,S100YEJ9,7782414000.0,8981511000.0,345563000.0,2026-09-06
42410,S100YDEW,1521474000.0,2971607000.0,,2026-09-06
19800,S100YGXY,165326000000.0,106102000000.0,17116000000.0,2026-09-06
82550,S100YBP0,39605000000.0,46001000000.0,3778000000.0,2026-09-06
91930,S100YEHQ,10930324000.0,6466815000.0,2593958000.0,2026-09-06
82910,S100YGG9,36305000000.0,40436000000.0,6216000000.0,2026-09-06
72610,S100YDZ1,2227652000000.0,2280052000000.0,271063000000.0,2026-09-06
54640,S100YEUF,43053000000.0,14269000000.0,7068000000.0,2026-09-06
83620,S100YFJC,,4150345000000.0,,2026-09-06
22180,S100YHEK,4283906000.0,8702864000.0,695392000.0,2026-09-06
49700,S100YGHH,24069000000.0,41032000000.0,472000000.0,2026-09-06
79520,S100YG4C,48518000000.0,29449000000.0,7232000000.0,2026-09-06
40270,S100YHFP,49963000000.0,28944000000.0,12235000000.0,2026-09-06
34170,S100YF0K,115908000000.0,108284000000.0,11670000000.0,2026-09-06
74810,S100YDVR,26492000000.0,23121000000.0,811000000.0,2026-09-06
35510,S100YFSH,27739256000.0,34491173000.0,6665936000.0,2026-09-06
20040,S100YGEO,112749000000.0,116884000000.0,47221000000.0,2026-09-06
24450,S100YFC3,28888000000.0,52747000000.0,532000000.0,2026-09-06
57260,S100YHFZ,61880000000.0,58087000000.0,,2026-09-06
87070,S100YG9I,168237000000.0,117750000000.0,13871000000.0,2026-09-06
52820,S100YG98,25847581000.0,12979421000.0,1541700000.0,2026-09-06
59090,S100YF55,52536000000.0,25944000000.0,22664000000.0,2026-09-06
65700,S100YF8W,6688442000.0,10525363000.0,330733000.0,2026-09-06
23170,S100YFPF,44184000000.0,18812000000.0,3293000000.0,2026-09-06
90830,S100YHAF,14364000000.0,17610000000.0,4526000000.0,2026-09-06
77620,S100YGYK,271950000000.0,151405000000.0,36993000000.0,2026-09-06
99000,S100YGZJ,8869242000.0,7472715000.0,757896000.0,2026-09-06
72260,S100YE9E,96933000000.0,70476000000.0,15379000000.0,2026-09-06
61970,S100YGQU,31166000000.0,47412000000.0,409000000.0,2026-09-06
29070,S100YGFU,13763000000.0,9508000000.0,961000000.0,2026-09-06
81010,S100YGXI,68587000000.0,49879000000.0,5978000000.0,2026-09-06
65260,S100YHHK,126290000000.0,33266000000.0,0.0,2026-09-06
46840,S100YGBS,219589000000.0,66525000000.0,221988000000.0,2026-09-06
49680,S100YF3H,62264000000.0,65060000000.0,10105000000.0,2026-09-06
65570,S100YH7U,4651054000.0,9654609000.0,749802000.0,2026-09-06
64840,S100YH48,20813181000.0,7950677000.0,1686605000.0,2026-09-06
57140,S100YGIN,367039000000.0,257501000000.0,76709000000.0,2026-09-06
83950,S100YH10,,3061412000000.0,,2026-09-06
39630,S100YGE7,5683214000.0,804564000.0,14952000.0,2026-09-06
59860,S100YGQQ,26362167000.0,21914407000.0,2637164000.0,2026-09-06
90080,S100YF0G,266341000000.0,707831000000.0,85963000000.0,2026-09-06
74560,S100YGWM,116124000000.0,69124000000.0,7894000000.0,2026-09-06
35710,S100YIBK,5939112000.0,5089021000.0,6572750000.0,2026-09-06
35800,S100YHIR,25885000000.0,13324000000.0,16185000000.0,2026-09-06
85930,S100YF4V,6018651000000.0,9957809000000.0,550198000000.0,2026-09-06
96840,S100YHJ4,344515000000.0,79792000000.0,5553000000.0,2026-09-06
75090,S100YGK3,11862315000.0,12421465000.0,109948000.0,2026-09-06
94040,S100Y9BG,351813000000.0,241125000000.0,567732000000.0,2026-09-06
93670,S100YH3W,7519413000.0,5620552000.0,1455081000.0,2026-09-06
28160,S100YGNU,7788000000.0,8905000000.0,259000000.0,2026-09-06
62720,S100YFES,29073703000.0,10527268000.0,1953777000.0,2026-09-06
18150,S100YGCF,145960000000.0,154986000000.0,23020000000.0,2026-09-06
78970,S100YGLJ,7603727000.0,7906813000.0,407337000.0,2026-09-06
81590,S100YG86,130240000000.0,70423000000.0,25794000000.0,2026-09-06
45060,S100YH3M,107709000000.0,364509000000.0,22823000000.0,2026-09-06
75100,S100YHGY,50876000000.0,22845000000.0,5666000000.0,2026-09-06
57420,S100YGNV,3747297000.0,3944968000.0,245453000.0,2026-09-06
99800,S100YHKB,14337840000.0,5572776000.0,,2026-09-06
95340,S100YGOL,51086000000.0,106945000000.0,9435000000.0,2026-09-06
62540,S100YG4U,108990341000.0,79769204000.0,846167000.0,2026-09-06
85630,S100YHKN,,818344000000.0,,2026-09-06
54400,S100YGQP,211297000000.0,143671000000.0,17526000000.0,2026-09-06
93070,S100YEZX,8930884000.0,5577858000.0,865679000.0,2026-09-06
79430,S100YH8A,86002000000.0,53297000000.0,10210000000.0,2026-09-06
22820,S100YEEQ,347400000000.0,378470000000.0,18950000000.0,2026-09-06
51990,S100YGMK,6457945000.0,6988225000.0,193788000.0,2026-09-06
34230,S100YG2M,16094068000.0,14248777000.0,297915000.0,2026-09-06
62580,S100YH6Y,88035288000.0,61439287000.0,2738741000.0,2026-09-06
66780,S100YGSP,15678302000.0,3549555000.0,,2026-09-06
19610,S100YH3A,138834000000.0,94458000000.0,31383000000.0,2026-09-06
98820,S100YC2P,76789000000.0,65346000000.0,11341000000.0,2026-09-06
75060,S100YHK9,5383733000.0,2761159000.0,141111000.0,2026-09-06
49180,S100YHO9,2472064000.0,1098790000.0,,2026-09-06
67450,S100YH50,66087000000.0,30333000000.0,5280000000.0,2026-09-06
80850,S100YHOM,39001000000.0,29778000000.0,3952000000.0,2026-09-06
48270,S100YHAI,17361570000.0,24452809000.0,98886000.0,2026-09-06
74760,S100YHL5,69957000000.0,33431000000.0,14573000000.0,2026-09-06
38020,S100YHB3,1583879000.0,168596000.0,,2026-09-06
80410,S100YGQH,68521000000.0,54714000000.0,7108000000.0,2026-09-06
45310,S100YHPD,12506000000.0,13765000000.0,2047000000.0,2026-09-06
95090,S100YDWY,411594000000.0,1836667000000.0,,2026-09-06
45160,S100YGRG,135023000000.0,28623000000.0,36526000000.0,2026-09-06
59790,S100YGWS,11795486000.0,2322830000.0,40367000.0,2026-09-06
27300,S100YDWB,191173000000.0,211884000000.0,5401000000.0,2026-09-06
61570,S100YG7J,13791530000.0,1526019000.0,31515000.0,2026-09-06
99340,S100YFJE,215720000000.0,105959000000.0,19974000000.0,2026-09-06
59690,S100YGO7,5757545000.0,3769443000.0,657409000.0,2026-09-06
79790,S100YGMA,27521000000.0,7257000000.0,8709000000.0,2026-09-06
45430,S100YGMG,393941000000.0,549718000000.0,11531000000.0,2026-09-06
95040,S100YGCV,695835000000.0,3655094000000.0,,2026-09-06
54580,S100YH3H,7270000000.0,4310000000.0,22000000.0,2026-09-06
72220,S100YGCO,174219000000.0,93351000000.0,324000000.0,2026-09-06
72910,S100YHRY,48015000000.0,49169000000.0,3510000000.0,2026-09-06
76150,S100YH5X,5305001000.0,5297350000.0,0.0,2026-09-06
90590,S100YHF0,20512000000.0,21717000000.0,1581000000.0,2026-09-06
22220,S100YCOO,37649000000.0,11894000000.0,211000000.0,2026-09-06
66140,S100YHLM,3546848000.0,2941509000.0,96584000.0,2026-09-06
48380,S100YHJ3,10306307000.0,7877830000.0,43758000.0,2026-09-06
69760,S100YHU5,279284000000.0,254017000000.0,20000000.0,2026-09-06
40970,S100YHRU,64644000000.0,43302000000.0,13655000000.0,2026-09-06
22910,S100YHU1,5543000000.0,10673000000.0,2059000000.0,2026-09-06
99590,S100YGUH,7505000000.0,12431000000.0,1650000000.0,2026-09-06
95330,S100YGFW,187725000000.0,310370000000.0,170019000000.0,2026-09-06
352A0,S100YGOP,2919306000.0,6255581000.0,,2026-09-06
88770,S100YHNU,213514900000.0,153569228000.0,499971000.0,2026-09-06
81730,S100YHVK,125169000000.0,126837000000.0,6032000000.0,2026-09-06
25880,S100YHDW,19707000000.0,41609000000.0,8862000000.0,2026-09-06
94680,S100YGF5,272447000000.0,132621000000.0,38397000000.0,2026-09-06
27800,S100YHJR,68457419000.0,55426514000.0,152446000.0,2026-09-06
46350,S100YDYR,29729000000.0,21000000000.0,4486000000.0,2026-09-06
72420,S100YHB1,137034000000.0,147137000000.0,19874000000.0,2026-09-06
80590,S100YGOV,149940000000.0,91521000000.0,12709000000.0,2026-09-06
34340,S100YGLQ,38829000000.0,31409000000.0,3993000000.0,2026-09-06
46130,S100YHKQ,355530000000.0,400689000000.0,57907000000.0,2026-09-06
40940,S100YH9F,28502318000.0,7825045000.0,8854753000.0,2026-09-06
65680,S100YACF,7475498000.0,6632216000.0,232610000.0,2026-09-06
28130,S100YGOO,7859594000.0,6010588000.0,807248000.0,2026-09-06
72640,S100YGBE,16358366000.0,8423064000.0,1852793000.0,2026-09-06
88920,S100YGKW,335103000000.0,381166000000.0,19546000000.0,2026-09-06
64540,S100YHEY,74246000000.0,20541000000.0,20448000000.0,2026-09-06
97010,S100YFQM,7765141000.0,16540443000.0,4419745000.0,2026-09-06
65860,S100YH4M,222497000000.0,77517000000.0,32541000000.0,2026-09-06
58030,S100YGP3,561343000000.0,394978000000.0,34348000000.0,2026-09-06
56970,S100YGAZ,13797018000.0,8749709000.0,536076000.0,2026-09-06
68590,S100YG4Z,50589000000.0,19153000000.0,4006000000.0,2026-09-06
59890,S100YFUA,28771000000.0,42651000000.0,740000000.0,2026-09-06
46170,S100YGSJ,108373000000.0,55342000000.0,8229000000.0,2026-09-06
67430,S100YEMV,27439449000.0,16485626000.0,5950234000.0,2026-09-06
54490,S100YHWP,108890000000.0,45273000000.0,553000000.0,2026-09-06
42370,S100YH1C,7157953000.0,5946841000.0,998838000.0,2026-09-06
46870,S100YH3J,23247699000.0,7405542000.0,3077253000.0,2026-09-06
26740,S100YHYF,13918216000.0,7244624000.0,3639795000.0,2026-09-06
18280,S100YHGU,35010887000.0,20988125000.0,330657000.0,2026-09-06
61180,S100YG50,88927000000.0,39224000000.0,9979000000.0,2026-09-06
50200,S100YF7I,222249000000.0,1679557000000.0,34755000000.0,2026-09-06
74410,S100YHK6,15086000000.0,21633000000.0,3980000000.0,2026-09-06
43890,S100YHXO,3258092000.0,987714000.0,29751000.0,2026-09-06
88640,S100YGNC,39421000000.0,45986000000.0,10554000000.0,2026-09-06
39700,S100YHYE,4975920000.0,4254474000.0,104358000.0,2026-09-06
67540,S100YH5E,58113000000.0,34772000000.0,337000000.0,2026-09-06
95310,S100YH8W,1047130000000.0,2053623000000.0,383571000000.0,2026-09-06
69820,S100YGCM,2569390000.0,5282878000.0,936557000.0,2026-09-06
27080,S100YG7R,15871000000.0,15049000000.0,1731000000.0,2026-09-06
54230,S100YDWW,164153000000.0,83055000000.0,25392000000.0,2026-09-06
63320,S100YH1A,111716000000.0,80193000000.0,24363000000.0,2026-09-06
55990,S100YHZO,2242543000.0,701837000.0,,2026-09-06
91190,S100YGFN,41139000000.0,160787000000.0,25660000000.0,2026-09-06
93470,S100YHX4,64916000000.0,30765000000.0,11951000000.0,2026-09-06
42180,S100YGTG,39756000000.0,24415000000.0,2889000000.0,2026-09-06
60550,S100YHDN,46990000000.0,11118000000.0,413000000.0,2026-09-06
22040,S100YF3Z,11202339000.0,16471006000.0,6529882000.0,2026-09-06
46940,S100YFSM,102259000000.0,49100000000.0,3127000000.0,2026-09-06
27840,S100YH29,1094496000000.0,957637000000.0,115315000000.0,2026-09-06
67420,S100YH1N,92833000000.0,74293000000.0,11991000000.0,2026-09-06
143A0,S100YHBL,1734316000.0,519216000.0,368837000.0,2026-09-06
46110,S100YHL6,53066000000.0,57173000000.0,9447000000.0,2026-09-06
94750,S100YH2P,10227143000.0,5396261000.0,2885006000.0,2026-09-06
98950,S100YI0I,5270478000.0,3822215000.0,1460645000.0,2026-09-06
60160,S100YH5Z,22787936000.0,19080043000.0,810450000.0,2026-09-06
74590,S100YI1C,1282746000000.0,1067037000000.0,199078000000.0,2026-09-06
74600,S100YHKP,55969000000.0,36020000000.0,10858000000.0,2026-09-06
22930,S100YGEP,5940378000.0,8986037000.0,1728450000.0,2026-09-06
31320,S100YGVR,524936000000.0,294961000000.0,7958000000.0,2026-09-06
80700,S100YEID,62646000000.0,63593000000.0,7197000000.0,2026-09-06
23510,S100YHBT,1027696000.0,1378575000.0,34212000.0,2026-09-06
18700,S100YEMP,108192000000.0,75384000000.0,5662000000.0,2026-09-06
24800,S100YGTA,2416683000.0,681338000.0,821634000.0,2026-09-06
95060,S100YEK2,1141952000000.0,4389404000000.0,,2026-09-06
14200,S100YGLY,45291402000.0,35232144000.0,30140000.0,2026-09-06
13320,S100YHOQ,332568000000.0,348938000000.0,30453000000.0,2026-09-06
51860,S100YGN5,84262000000.0,25754000000.0,60444000000.0,2026-09-06
19590,S100YI0L,299268000000.0,176319000000.0,80153000000.0,2026-09-06
54460,S100YG3Z,12994099000.0,8895560000.0,2199120000.0,2026-09-06
74330,S100YI76,120853000000.0,71825000000.0,8670000000.0,2026-09-06
75040,S100YEIF,32987524000.0,21477246000.0,5931900000.0,2026-09-06
44060,S100YGXD,17584000000.0,18523000000.0,9950000000.0,2026-09-06
93660,S100YFGT,8515553000.0,12877026000.0,516829000.0,2026-09-06
79270,S100YGVG,19910168000.0,11717344000.0,303414000.0,2026-09-06
98200,S100YFVP,4563167000.0,992694000.0,30000000.0,2026-09-06
37870,S100YI1N,1013467000.0,81032000.0,784220000.0,2026-09-06
87720,S100YI2V,121566899000.0,77391775000.0,,2026-09-06
28140,S100YGVL,12592354000.0,1869308000.0,3466946000.0,2026-09-06
28040,S100YGZB,8153454000.0,11029149000.0,9475969000.0,2026-09-06
45380,S100YHSC,48342000000.0,48685000000.0,4375000000.0,2026-09-06
28060,S100YHEX,10828000000.0,3251000000.0,2136000000.0,2026-09-06
63370,S100YHSE,9300000000.0,1309000000.0,3399000000.0,2026-09-06
29190,S100YG8L,6209946000.0,3707898000.0,940054000.0,2026-09-06
47360,S100YGDA,3161838000.0,1422181000.0,595152000.0,2026-09-06
17700,S100YGU7,20575867000.0,11309581000.0,5750729000.0,2026-09-06
